owner,name,repo_path,has_root_pom,declared_modules_count,declared_missing_dir,declared_missing_pom,child_without_parent,undeclared_poms,notes
dbeaver,dbeaver,/home/camila/repos/dbeaver/dbeaver,True,0,0,0,0,184,
debezium,debezium,/home/camila/repos/debezium/debezium,True,0,0,0,0,50,
diffplug,spotless,/home/camila/repos/diffplug/spotless,False,0,0,0,0,0,no-root-pom
docker-java,docker-java,/home/camila/repos/docker-java/docker-java,True,0,0,0,0,11,
dreamhead,moco,/home/camila/repos/dreamhead/moco,False,0,0,0,0,0,no-root-pom
drewnoakes,metadata-extractor,/home/camila/repos/drewnoakes/metadata-extractor,True,0,0,0,0,0,
dropwizard,metrics,/home/camila/repos/dropwizard/metrics,True,0,0,0,0,38,
dropwizard,dropwizard,/home/camila/repos/dropwizard/dropwizard,True,0,0,0,0,41,
ebean-orm,ebean,/home/camila/repos/ebean-orm/ebean,True,0,0,0,0,49,
eclipse,eclipse-collections,/home/camila/repos/eclipse/eclipse-collections,True,0,0,0,0,22,
eclipse-vertx,vert.x,/home/camila/repos/eclipse-vertx/vert.x,True,0,0,0,0,2,
ehcache,ehcache3,/home/camila/repos/ehcache/ehcache3,False,0,0,0,0,0,no-root-pom
elastic,elasticsearch-hadoop,/home/camila/repos/elastic/elasticsearch-hadoop,False,0,0,0,0,0,no-root-pom
elastic,elasticsearch,/home/camila/repos/elastic/elasticsearch,False,0,0,0,0,0,no-root-pom
embulk,embulk,/home/camila/repos/embulk/embulk,False,0,0,0,0,0,no-root-pom
EngineHub,WorldEdit,/home/camila/repos/EngineHub/WorldEdit,False,0,0,0,0,0,no-root-pom
ervandew,eclim,/home/camila/repos/ervandew/eclim,False,0,0,0,0,0,no-root-pom
Etar-Group,Etar-Calendar,/home/camila/repos/Etar-Group/Etar-Calendar,False,0,0,0,0,0,no-root-pom
fabric8io,docker-maven-plugin,/home/camila/repos/fabric8io/docker-maven-plugin,True,0,0,0,0,60,
fabric8io,kubernetes-client,/home/camila/repos/fabric8io/kubernetes-client,True,0,0,0,0,181,
facebook,fresco,/home/camila/repos/facebook/fresco,False,0,0,0,0,0,no-root-pom
facebook,litho,/home/camila/repos/facebook/litho,False,0,0,0,0,0,no-root-pom
FasterXML,jackson-core,/home/camila/repos/FasterXML/jackson-core,True,0,0,0,0,0,
FasterXML,jackson-databind,/home/camila/repos/FasterXML/jackson-databind,True,0,0,0,0,0,
federicoiosue,Omni-Notes,/home/camila/repos/federicoiosue/Omni-Notes,False,0,0,0,0,0,no-root-pom
firebase,firebase-android-sdk,/home/camila/repos/firebase/firebase-android-sdk,False,0,0,0,0,0,no-root-pom
flowable,flowable-engine,/home/camila/repos/flowable/flowable-engine,True,0,0,0,0,134,
flutter,flutter-intellij,/home/camila/repos/flutter/flutter-intellij,False,0,0,0,0,0,no-root-pom
flyingsaucerproject,flyingsaucer,/home/camila/repos/flyingsaucerproject/flyingsaucer,True,0,0,0,0,8,
flyway,flyway,/home/camila/repos/flyway/flyway,True,0,0,0,0,31,
fossasia,pslab-android,/home/camila/repos/fossasia/pslab-android,False,0,0,0,0,0,no-root-pom
geoserver,geoserver,/home/camila/repos/geoserver/geoserver,False,0,0,0,0,0,no-root-pom
geotools,geotools,/home/camila/repos/geotools/geotools,True,0,0,0,0,176,
gephi,gephi,/home/camila/repos/gephi/gephi,True,0,0,0,0,65,
GeyserMC,Geyser,/home/camila/repos/GeyserMC/Geyser,False,0,0,0,0,0,no-root-pom
gocd,gocd,/home/camila/repos/gocd/gocd,False,0,0,0,0,0,no-root-pom
google,auto,/home/camila/repos/google/auto,False,0,0,0,0,0,no-root-pom
google,truth,/home/camila/repos/google/truth,True,0,0,0,0,6,
google,gson,/home/camila/repos/google/gson,True,0,0,0,0,7,
google,guice,/home/camila/repos/google/guice,True,0,0,0,0,15,
google,copybara,/home/camila/repos/google/copybara,False,0,0,0,0,0,no-root-pom
google,nomulus,/home/camila/repos/google/nomulus,False,0,0,0,0,0,no-root-pom
google,error-prone,/home/camila/repos/google/error-prone,True,0,0,0,0,9,
google,j2objc,/home/camila/repos/google/j2objc,False,0,0,0,0,0,no-root-pom
google,guava,/home/camila/repos/google/guava,True,0,0,0,0,13,
google,closure-compiler,/home/camila/repos/google/closure-compiler,False,0,0,0,0,0,no-root-pom
googleapis,google-http-java-client,/home/camila/repos/googleapis/google-http-java-client,True,0,0,0,0,20,
googleapis,google-api-java-client,/home/camila/repos/googleapis/google-api-java-client,True,0,0,0,0,15,
googleapis,google-cloud-java,/home/camila/repos/googleapis/google-cloud-java,True,0,0,0,0,1200,
GoogleContainerTools,jib,/home/camila/repos/GoogleContainerTools/jib,False,0,0,0,0,0,no-root-pom
graphhopper,jsprit,/home/camila/repos/graphhopper/jsprit,True,0,0,0,0,2,
graphhopper,graphhopper,/home/camila/repos/graphhopper/graphhopper,True,0,0,0,0,10,
graphql-java,graphql-java,/home/camila/repos/graphql-java/graphql-java,False,0,0,0,0,0,no-root-pom
Graylog2,graylog2-server,/home/camila/repos/Graylog2/graylog2-server,True,0,0,0,0,11,
grpc,grpc-java,/home/camila/repos/grpc/grpc-java,False,0,0,0,0,0,no-root-pom
gsantner,markor,/home/camila/repos/gsantner/markor,False,0,0,0,0,0,no-root-pom
haifengl,smile,/home/camila/repos/haifengl/smile,False,0,0,0,0,0,no-root-pom
hapifhir,hapi-fhir,/home/camila/repos/hapifhir/hapi-fhir,True,0,0,0,0,79,
haraldk,TwelveMonkeys,/home/camila/repos/haraldk/TwelveMonkeys,True,0,0,0,0,33,
hawtio,hawtio,/home/camila/repos/hawtio/hawtio,True,0,0,0,0,32,
hcoles,pitest,/home/camila/repos/hcoles/pitest,True,0,0,0,0,43,
hneemann,Digital,/home/camila/repos/hneemann/Digital,True,0,0,0,0,0,
i2p,i2p.i2p,/home/camila/repos/i2p/i2p.i2p,False,0,0,0,0,0,no-root-pom
iBotPeaches,Apktool,/home/camila/repos/iBotPeaches/Apktool,False,0,0,0,0,0,no-root-pom
igniterealtime,Smack,/home/camila/repos/igniterealtime/Smack,False,0,0,0,0,0,no-root-pom
igniterealtime,Openfire,/home/camila/repos/igniterealtime/Openfire,True,0,0,0,0,7,
iluwatar,java-design-patterns,/home/camila/repos/iluwatar/java-design-patterns,True,0,0,0,0,170,
immutables,immutables,/home/camila/repos/immutables/immutables,True,0,0,0,0,32,
INRIA,spoon,/home/camila/repos/INRIA/spoon,True,0,0,0,0,34,
internetarchive,heritrix3,/home/camila/repos/internetarchive/heritrix3,True,0,0,0,0,4,
iterate-ch,cyberduck,/home/camila/repos/iterate-ch/cyberduck,True,0,0,0,0,57,
itext,itextpdf,/home/camila/repos/itext/itextpdf,True,0,0,0,0,4,
JabRef,jabref,/home/camila/repos/JabRef/jabref,False,0,0,0,0,0,no-root-pom
jacoco,jacoco,/home/camila/repos/jacoco/jacoco,True,0,0,0,0,70,
jankotek,mapdb,/home/camila/repos/jankotek/mapdb,True,0,0,0,0,0,
JanusGraph,janusgraph,/home/camila/repos/JanusGraph/janusgraph,True,0,0,0,0,30,
java-json-tools,json-schema-validator,/home/camila/repos/java-json-tools/json-schema-validator,False,0,0,0,0,0,no-root-pom
java-native-access,jna,/home/camila/repos/java-native-access/jna,False,0,0,0,0,0,no-root-pom
javamelody,javamelody,/home/camila/repos/javamelody/javamelody,True,0,0,0,0,10,
javaparser,javaparser,/home/camila/repos/javaparser/javaparser,True,0,0,0,0,8,
jdbi,jdbi,/home/camila/repos/jdbi/jdbi,True,0,0,0,0,40,
jenkinsci,gitlab-plugin,/home/camila/repos/jenkinsci/gitlab-plugin,True,0,0,0,0,0,
jenkinsci,kubernetes-plugin,/home/camila/repos/jenkinsci/kubernetes-plugin,True,0,0,0,0,0,
jenkinsci,blueocean-plugin,/home/camila/repos/jenkinsci/blueocean-plugin,True,0,0,0,0,27,
jenkinsci,jenkins,/home/camila/repos/jenkinsci/jenkins,True,0,0,0,0,8,
jeremylong,DependencyCheck,/home/camila/repos/jeremylong/DependencyCheck,True,0,0,0,0,68,
JetBrains,intellij-plugins,/home/camila/repos/JetBrains/intellij-plugins,False,0,0,0,0,0,no-root-pom
jhy,jsoup,/home/camila/repos/jhy/jsoup,True,0,0,0,0,0,
jindrapetrik,jpexs-decompiler,/home/camila/repos/jindrapetrik/jpexs-decompiler,False,0,0,0,0,0,no-root-pom
jitsi,jitsi,/home/camila/repos/jitsi/jitsi,True,0,0,0,0,106,
jMonkeyEngine,jmonkeyengine,/home/camila/repos/jMonkeyEngine/jmonkeyengine,False,0,0,0,0,0,no-root-pom
JodaOrg,joda-time,/home/camila/repos/JodaOrg/joda-time,True,0,0,0,0,0,
jooby-project,jooby,/home/camila/repos/jooby-project/jooby,True,0,0,0,0,63,
journeyapps,zxing-android-embedded,/home/camila/repos/journeyapps/zxing-android-embedded,False,0,0,0,0,0,no-root-pom
JSQLParser,JSqlParser,/home/camila/repos/JSQLParser/JSqlParser,True,0,0,0,0,0,
jtablesaw,tablesaw,/home/camila/repos/jtablesaw/tablesaw,True,0,0,0,0,10,
junit-team,junit4,/home/camila/repos/junit-team/junit4,True,0,0,0,0,0,
junit-team,junit5,/home/camila/repos/junit-team/junit5,False,0,0,0,0,0,no-root-pom
kalessil,phpinspectionsea,/home/camila/repos/kalessil/phpinspectionsea,False,0,0,0,0,0,no-root-pom
kermitt2,grobid,/home/camila/repos/kermitt2/grobid,False,0,0,0,0,0,no-root-pom
keycloak,keycloak,/home/camila/repos/keycloak/keycloak,True,0,0,0,0,125,
kiegroup,jbpm,/home/camila/repos/kiegroup/jbpm,True,0,0,0,0,82,
killbill,killbill,/home/camila/repos/killbill/killbill,True,0,0,0,0,18,
knowm,XChart,/home/camila/repos/knowm/XChart,True,0,0,0,0,2,
knowm,XChange,/home/camila/repos/knowm/XChange,True,0,0,0,0,119,
Kong,unirest-java,/home/camila/repos/Kong/unirest-java,True,0,0,0,0,7,
konsoletyper,teavm,/home/camila/repos/konsoletyper/teavm,False,0,0,0,0,0,no-root-pom
kubernetes-client,java,/home/camila/repos/kubernetes-client/java,True,0,0,0,0,18,
languagetool-org,languagetool,/home/camila/repos/languagetool-org/languagetool,True,0,0,0,0,48,
LawnchairLauncher,Lawnchair,/home/camila/repos/LawnchairLauncher/Lawnchair,False,0,0,0,0,0,no-root-pom
libgdx,libgdx,/home/camila/repos/libgdx/libgdx,False,0,0,0,0,0,no-root-pom
LibrePDF,OpenPDF,/home/camila/repos/LibrePDF/OpenPDF,True,0,0,0,0,4,
line,armeria,/home/camila/repos/line/armeria,False,0,0,0,0,0,no-root-pom
linkedin,rest.li,/home/camila/repos/linkedin/rest.li,False,0,0,0,0,0,no-root-pom
linkedin,ambry,/home/camila/repos/linkedin/ambry,False,0,0,0,0,0,no-root-pom
liquibase,liquibase,/home/camila/repos/liquibase/liquibase,True,0,0,0,0,11,
lukas-krecan,ShedLock,/home/camila/repos/lukas-krecan/ShedLock,True,0,0,0,0,47,
LWJGL,lwjgl3,/home/camila/repos/LWJGL/lwjgl3,True,0,0,0,0,0,
M66B,NetGuard,/home/camila/repos/M66B/NetGuard,False,0,0,0,0,0,no-root-pom
mabe02,lanterna,/home/camila/repos/mabe02/lanterna,True,0,0,0,0,1,
magefree,mage,/home/camila/repos/magefree/mage,True,0,0,0,0,39,
manifold-systems,manifold,/home/camila/repos/manifold-systems/manifold,True,0,0,0,0,73,
mapstruct,mapstruct,/home/camila/repos/mapstruct/mapstruct,True,0,0,0,0,55,
material-components,material-components-android,/home/camila/repos/material-components/material-components-android,False,0,0,0,0,0,no-root-pom
mendhak,gpslogger,/home/camila/repos/mendhak/gpslogger,False,0,0,0,0,0,no-root-pom
micrometer-metrics,micrometer,/home/camila/repos/micrometer-metrics/micrometer,False,0,0,0,0,0,no-root-pom
micronaut-projects,micronaut-core,/home/camila/repos/micronaut-projects/micronaut-core,False,0,0,0,0,0,no-root-pom
MinecraftForge,MinecraftForge,/home/camila/repos/MinecraftForge/MinecraftForge,False,0,0,0,0,0,no-root-pom
mitreid-connect,OpenID-Connect-Java-Spring-Server,/home/camila/repos/mitreid-connect/OpenID-Connect-Java-Spring-Server,True,0,0,0,0,6,
mock-server,mockserver,/home/camila/repos/mock-server/mockserver,True,0,0,0,0,14,
mockito,mockito,/home/camila/repos/mockito/mockito,False,0,0,0,0,0,no-root-pom
mongodb,mongo-java-driver,/home/camila/repos/mongodb/mongo-java-driver,False,0,0,0,0,0,no-root-pom
moquette-io,moquette,/home/camila/repos/moquette-io/moquette,True,0,0,0,0,3,
MorphiaOrg,morphia,/home/camila/repos/MorphiaOrg/morphia,True,0,0,0,0,7,
MovingBlocks,Terasology,/home/camila/repos/MovingBlocks/Terasology,False,0,0,0,0,0,no-root-pom
mplushnikov,lombok-intellij-plugin,/home/camila/repos/mplushnikov/lombok-intellij-plugin,False,0,0,0,0,0,no-root-pom
msgpack,msgpack-java,/home/camila/repos/msgpack/msgpack-java,False,0,0,0,0,0,no-root-pom
NationalSecurityAgency,ghidra,/home/camila/repos/NationalSecurityAgency/ghidra,False,0,0,0,0,0,no-root-pom
naver,ngrinder,/home/camila/repos/naver/ngrinder,False,0,0,0,0,0,no-root-pom
Neamar,KISS,/home/camila/repos/Neamar/KISS,False,0,0,0,0,0,no-root-pom
neo4j-contrib,neo4j-apoc-procedures,/home/camila/repos/neo4j-contrib/neo4j-apoc-procedures,False,0,0,0,0,0,no-root-pom
Netflix,genie,/home/camila/repos/Netflix/genie,False,0,0,0,0,0,no-root-pom
netty,netty,/home/camila/repos/netty/netty,True,0,0,0,0,52,
networknt,light-4j,/home/camila/repos/networknt/light-4j,True,0,0,0,0,85,
nextcloud,android,/home/camila/repos/nextcloud/android,False,0,0,0,0,0,no-root-pom
nutzam,nutz,/home/camila/repos/nutzam/nutz,True,0,0,0,0,1,
oblac,jodd,/home/camila/repos/oblac/jodd,False,0,0,0,0,0,no-root-pom
open-keychain,open-keychain,/home/camila/repos/open-keychain/open-keychain,False,0,0,0,0,0,no-root-pom
OpenAPITools,openapi-generator,/home/camila/repos/OpenAPITools/openapi-generator,True,0,0,0,0,360,
OpenHFT,Chronicle-Map,/home/camila/repos/OpenHFT/Chronicle-Map,True,0,0,0,0,1,
OpenHFT,Chronicle-Queue,/home/camila/repos/OpenHFT/Chronicle-Queue,True,0,0,0,0,0,
OpenRefine,OpenRefine,/home/camila/repos/OpenRefine/OpenRefine,True,0,0,0,0,12,
opensourceBIM,BIMserver,/home/camila/repos/opensourceBIM/BIMserver,True,0,0,0,0,8,
opentripplanner,OpenTripPlanner,/home/camila/repos/opentripplanner/OpenTripPlanner,True,0,0,0,0,0,
OpenVidu,openvidu,/home/camila/repos/OpenVidu/openvidu,True,0,0,0,0,2,
openzipkin,brave,/home/camila/repos/openzipkin/brave,True,0,0,0,0,54,
openzipkin,zipkin,/home/camila/repos/openzipkin/zipkin,True,0,0,0,0,17,
oracle,opengrok,/home/camila/repos/oracle/opengrok,False,0,0,0,0,0,no-root-pom
oracle,graal,/home/camila/repos/oracle/graal,False,0,0,0,0,0,no-root-pom
oracle,visualvm,/home/camila/repos/oracle/visualvm,False,0,0,0,0,0,no-root-pom
oshi,oshi,/home/camila/repos/oshi/oshi,False,0,0,0,0,0,no-root-pom
osmandapp,OsmAnd,/home/camila/repos/osmandapp/OsmAnd,False,0,0,0,0,0,no-root-pom
osmdroid,osmdroid,/home/camila/repos/osmdroid/osmdroid,False,0,0,0,0,0,no-root-pom
pac4j,pac4j,/home/camila/repos/pac4j/pac4j,False,0,0,0,0,0,no-root-pom
pentaho,pentaho-kettle,/home/camila/repos/pentaho/pentaho-kettle,True,0,0,0,0,329,
PhilippC,keepass2android,/home/camila/repos/PhilippC/keepass2android,False,0,0,0,0,0,no-root-pom
PhilJay,MPAndroidChart,/home/camila/repos/PhilJay/MPAndroidChart,False,0,0,0,0,0,no-root-pom
pinterest,secor,/home/camila/repos/pinterest/secor,True,0,0,0,0,0,
plutext,docx4j,/home/camila/repos/plutext/docx4j,True,0,0,0,0,28,
pmd,pmd,/home/camila/repos/pmd/pmd,True,0,0,0,0,41,
pravega,pravega,/home/camila/repos/pravega/pravega,False,0,0,0,0,0,no-root-pom
prestodb,presto,/home/camila/repos/prestodb/presto,True,0,0,0,0,102,
primefaces,primefaces,/home/camila/repos/primefaces/primefaces,True,0,0,0,0,9,
processing,processing,/home/camila/repos/processing/processing,False,0,0,0,0,0,no-root-pom
psi-probe,psi-probe,/home/camila/repos/psi-probe/psi-probe,True,0,0,0,0,6,
pytorch,serve,/home/camila/repos/pytorch/serve,False,0,0,0,0,0,no-root-pom
qos-ch,slf4j,/home/camila/repos/qos-ch/slf4j,True,0,0,0,0,15,
qos-ch,logback,/home/camila/repos/qos-ch/logback,True,0,0,0,0,6,
QuantumBadger,RedReader,/home/camila/repos/QuantumBadger/RedReader,False,0,0,0,0,0,no-root-pom
quarkusio,quarkus,/home/camila/repos/quarkusio/quarkus,True,0,0,0,0,1610,
querydsl,querydsl,/home/camila/repos/querydsl/querydsl,True,0,0,0,0,32,
questdb,questdb,/home/camila/repos/questdb/questdb,True,0,0,0,0,5,
raphw,byte-buddy,/home/camila/repos/raphw/byte-buddy,True,0,0,0,0,8,
ratpack,ratpack,/home/camila/repos/ratpack/ratpack,False,0,0,0,0,0,no-root-pom
ReactiveX,RxJava,/home/camila/repos/ReactiveX/RxJava,False,0,0,0,0,0,no-root-pom
reactor,reactor-core,/home/camila/repos/reactor/reactor-core,False,0,0,0,0,0,no-root-pom
reactor,reactor-netty,/home/camila/repos/reactor/reactor-netty,False,0,0,0,0,0,no-root-pom
real-logic,agrona,/home/camila/repos/real-logic/agrona,False,0,0,0,0,0,no-root-pom
real-logic,simple-binary-encoding,/home/camila/repos/real-logic/simple-binary-encoding,False,0,0,0,0,0,no-root-pom
real-logic,aeron,/home/camila/repos/real-logic/aeron,False,0,0,0,0,0,no-root-pom
redisson,redisson,/home/camila/repos/redisson/redisson,True,0,0,0,0,57,
remkop,picocli,/home/camila/repos/remkop/picocli,True,0,0,0,0,3,
rest-assured,rest-assured,/home/camila/repos/rest-assured/rest-assured,True,0,0,0,0,24,
RipMeApp,ripme,/home/camila/repos/RipMeApp/ripme,True,0,0,0,0,0,
RoaringBitmap,RoaringBitmap,/home/camila/repos/RoaringBitmap/RoaringBitmap,False,0,0,0,0,0,no-root-pom
robolectric,robolectric,/home/camila/repos/robolectric/robolectric,False,0,0,0,0,0,no-root-pom
rstudio,rstudio,/home/camila/repos/rstudio/rstudio,False,0,0,0,0,0,no-root-pom
